date,open,high,low,close,volume
2018-02-22,70.06,70.7,69.07,69.49,5229239
2018-02-23,69.95,72.07,69.79,72.07,5842100
2018-02-26,72.68,74.12,72.68,73.16,4868504
2018-02-27,73.05,73.36,72.0221,72.61,4141839
2018-02-28,73.15,74.82,72.97,73.13,7469666
2018-03-01,73.16,73.42,71.52,72.01,8123915
2018-03-02,71.22,74.35,70.74,74.01,6942413
2018-03-05,73.66,75.35,72.92,75.1,6276549
2018-03-06,75.4,75.48,72.86,73.92,8413256
2018-03-07,73.38,74.14,72.75,74.07,5834774
2018-03-08,74.51,76.91,74.23,76.81,8860522
2018-03-09,76.855,78.25,76.41,78.22,8934731
2018-03-12,79.24,79.63,76.29,76.86,8450783
2018-03-13,77.49,77.85,75.805,75.93,5108464
2018-03-14,76.35,76.46,73.93,74.22,11755687
2018-03-15,72.99,73.7,72.51,73.38,9989751
2018-03-16,73.87,73.9,71.61,71.68,10549935
2018-03-19,71.0,72.15,69.81,71.05,8278549
2018-03-20,71.34,72.08,70.84,71.37,3994453
2018-03-21,71.2,72.63,71.11,71.61,4868797
2018-03-22,70.63,71.625,69.645,69.76,5108118
2018-03-23,69.86,70.52,68.02,68.04,5386419
2018-03-26,69.43,70.14,68.43,70.08,4709366
2018-03-27,70.67,70.67,65.56,66.29,7334865
2018-03-28,65.93,66.54,64.45,65.97,10463557
2018-03-29,66.34,68.01,64.92,67.46,11704314
2018-04-02,66.8,67.23,64.0918,65.09,9041779
2018-04-03,65.39,65.86,64.09,65.48,7186376
2018-04-04,63.955,66.52,63.52,66.27,5231650
2018-04-05,67.2,67.66,66.15,66.53,4489722
2018-04-06,65.85,66.36,64.13,64.56,4599116
2018-04-09,65.16,66.77,64.96,65.77,6588199
2018-04-10,66.96,67.05,65.3,66.52,6354661
2018-04-11,65.8,66.77,65.71,65.85,3140316
2018-04-12,66.25,67.58,65.8,67.22,4614940
2018-04-13,67.46,67.59,65.29,65.88,4842582
2018-04-16,66.53,66.85,65.76,66.56,5717845
2018-04-17,67.25,68.52,67.1,68.28,5676297
2018-04-18,68.75,69.01,67.97,68.69,4257371
2018-04-19,68.25,68.72,67.44,67.68,4564284
2018-04-20,67.44,67.47,65.96,66.3,4759437
2018-04-23,66.6,67.84,65.965,66.23,4423568
2018-04-24,66.62,67.24,64.71,65.34,4825775
2018-04-25,65.38,65.76,64.01,64.82,3903632
2018-04-26,65.26,66.695,64.93,66.34,4601529
2018-04-27,66.69,67.3,65.51,65.79,4749705
2018-04-30,65.86,66.6,65.28,66.35,5060767
2018-05-01,66.15,67.99,65.59,67.8,4360295
2018-05-02,67.94,68.89,67.66,68.39,7675147
2018-05-03,68.49,71.03,64.06,66.82,22232009
2018-05-04,66.3,69.92,66.0228,69.84,11358668
2018-05-07,70.27,70.73,69.6,70.37,5744520
2018-05-08,69.66,70.16,69.18,69.61,4059219
2018-05-09,69.98,72.04,69.81,71.31,5664539
2018-05-10,71.78,72.91,71.32,72.9,5069928
2018-05-11,72.77,72.78,71.27,71.7,4996266
