date,ATVI,ADBE,AYI
2017-12-28,-0.0009472687085569177,0.002103228740336381,-0.0032154340836012475
2017-12-29,0.004245950621166899,-0.0002854044180604565,0.016594960049170247
2018-01-02,-0.012118350645262876,-0.010520329826556693,-0.017773249561329117
2018-01-03,-0.011773818745158872,-0.017078651685393215,0.011133377866844802
2018-01-04,0.01657794676806089,-0.007090639256856989,-0.015405375014055889
2018-01-05,-0.022965474722564876,-0.0018378378378378563,-0.024088397790055324
2018-01-08,-0.002105579786434059,-0.0004866180048661985,0.0019345477994519515
2018-01-09,0.008389513108614266,-0.006089346338308969,0.03689024390243909
2018-01-10,-0.013650841801910988,-0.010258625344203907,-0.023167513997039854
2018-01-11,-0.013911260799531243,-0.008703080783811178,-0.01062148321426318
2018-01-12,-0.009469153515064513,-0.03151938230472266,0.0066332916145181615
2018-01-16,0.03116187253243102,0.017660269497754084,-0.002935298526105414
2018-01-17,-0.005573817350292991,-0.012756745612452764,-0.016129032258064658
2018-01-18,0.00442162316360009,5.0965801946992134e-05,0.013681060282171751
2018-01-19,-0.004984334947308378,0.002598858540562675,-0.010341837998513848
2018-01-22,-0.012065294535131218,-0.010935104752171767,-0.016502055088644857
2018-01-23,-0.0032249018508132923,0.010875475802066284,-0.008163512124327232
2018-01-24,0.022048562656991327,0.020017837677138006,0.005541651769753348
2018-01-25,-0.003116147308781854,0.0028776252019387196,0.002090550710787208
2018-01-26,-0.01654051023268843,-0.014105793450881669,-0.0037546933667083585
2018-01-29,0.0006896551724137539,0.009394832841937054,0.02474214511417145
2018-01-30,-0.002449779519843174,0.0017743979721165746,0.025000000000000012
2018-01-31,-0.01603618421052634,-0.013341449804697385,0.030204081632653076
2018-02-01,0.0017691888949375293,-0.00130574527922856,0.0009102730819246734
2018-02-02,0.01706578585191295,0.00856433385699096,0.015559348739495828
2018-02-05,0.03629146583498727,0.019530042254972648,0.02379671954826561
2018-02-06,-0.0560606060606061,-0.04223163084838413,-0.04866197183098589
2018-02-07,0.002298190175237156,0.007891886315572296,-0.0006081902959859672
2018-02-08,0.054574177796926575,0.039825762289981366,0.01849476881538987
2018-02-09,-0.0013434841021048429,-0.003523194362889001,-0.0006805035726439112
2018-02-12,-0.01727218582489572,-0.016666666666666698,-0.016343621260214873
2018-02-13,-0.001030017657445665,-0.013780455855383785,0.004280650123737451
2018-02-14,-0.03630412141050457,-0.02415835411471325,-0.03437222942099156
2018-02-15,-0.028428571428571355,-0.02010353319595919,-0.007945889151562963
2018-02-16,0.02459699833240684,0.0047402725656725654,0.012931034482758738
2018-02-20,-0.012433900242961335,-0.012571086501047499,0.01168891545460577
2018-02-21,0.00959097320169262,0.011543164587918734,0.009397234528124429
2018-02-22,0.00813588352840433,0.002265228738858421,0.013885144243731478
2018-02-23,-0.03030736240171537,-0.02702967388110866,0.0040095141012572435
2018-02-26,-0.006604292790313562,-0.0040702352217332274,-0.006848386221860723
2018-02-27,0.006023271731690592,0.014953535544129514,0.02026117393645659
2018-02-28,0.00027341079972672904,0.007404243200911302,0.026757679180887287
2018-03-01,0.015718972115910217,0.020397489539748917,-0.027653318398207706
2018-03-02,-0.039174389216512305,-0.028584036085506883,-0.012259797506715346
2018-03-05,-0.01954928047787127,-0.011544910179640702,-0.017865634128116266
2018-03-06,0.01962864721485416,0.002024100922613476,-0.022207490884985047
2018-03-07,-0.009403107113654916,-0.026167605167273934,0.033511093554545894
2018-03-08,-0.030868339820158328,0.00747603540797136,-0.029369870446991683
2018-03-09,-0.017760718235638472,-0.014266055045871622,0.003784171723103102
2018-03-12,0.030035335689045883,0.009104363815759972,0.011859520377407956
2018-03-13,0.020131629887727296,0.014529147982062821,0.002903715435887268
2018-03-14,0.02789783889980348,0.010464326160815413,0.020269825600526387
2018-03-15,-0.005343197698314846,0.005136363636363616,-0.004491519742575692
2018-03-16,0.029646676594016482,0.00717492737036709,-0.004012572727880655
2018-03-19,-0.000704225352112636,0.010245901639344187,0.0038682139522474594
2018-03-20,-0.0004205214465937922,-0.02939199784936602,0.016357176375946893
2018-03-21,-0.005758426966292087,0.008349361776534345,-0.00027210884353736086
2018-03-22,0.0123177120203878,0.014920039310283227,0.03261494252873558
2018-03-23,0.026052104208416735,0.020499271137026237,0.014587674903245071
2018-03-26,-0.009361947285035163,-0.046063154046520054,-0.02030682576150582
2018-03-27,0.06197820857506715,0.07003044802087861,0.012637083303072184
2018-03-28,-0.0006067040800848178,0.005521242747520152,-0.014888888888888821
2018-03-29,-0.016882725354235607,-0.012795875322240536,-0.008769386867662038
2018-04-02,0.025598802395209487,0.01177785019319399,0.010784597568037124
2018-04-03,-0.0013763572411684265,-0.005354316044324452,0.01641976209589141
2018-04-04,-0.036197326245015995,-0.06805562147026721,-0.0453738091393508
2018-04-05,0.00997023809523812,0.019303325436518408,-0.016327153429465283
2018-04-06,0.0195899772209566,0.014782099238361228,0.003025032140966326
2018-04-09,-0.00936157151626764,0.0041348600508906985,0.0237538647160848
2018-04-10,0.006571087216248473,-0.008624949463186683,0.008228571428571524
2018-04-11,-0.0007598784194528444,-0.003139999102857348,-0.003941267387944288
2018-04-12,-0.014641509433962247,-0.005493531809321323,-0.007217444717444699
2018-04-13,0.023421286688407924,0.02093074065982081,0.00946611132146914
